Block,Size,Plot,Species,ID,Area (cm2),Time 1,Dry Mass (g),SLA 1,Area (cm2),Time 2,Dry Mass (g),SLA 2,Area (cm2),Time 3,Dry Mass (g),SLA 3
2,2,4,Solidago canadensis,BO,10.08,06-Jun,0.057,176.8421053,6.19,15-Jul,0.0454,136.3436123,5.99,08-Aug,0.0513,116.7641326
2,2,4,Solidago canadensis,B,3.55,06-Jun,0.016,221.875,3.55,15-Jul,0.0234,151.7094017,,08-Aug,,#DIV/0!
2,2,4,Symphyotrichum ericoides,O,8.82,06-Jun,0.044,200.4545455,5.22,15-Jul,0.0373,139.9463807,6.61,08-Aug,0.0419,157.7565632
2,2,4,Symphyotrichum ericoides,B,6.62,06-Jun,0.031,213.5483871,7.48,15-Jul,0.031,241.2903226,5.11,08-Aug,0.0302,169.205298
2,2,4,Symphyotrichum ericoides,BO,9.91,06-Jun,0.055,180.1818182,6.22,15-Jul,0.0451,137.9157428,6.14,08-Aug,0.0405,151.6049383
2,2,4,Symphyotrichum novae-angliae,BO,11.03,07-Jun,0.055,200.5454545,4.74,15-Jul,0.0221,214.479638,6.78,08-Aug,0.0402,168.6567164
2,2,4,Symphyotrichum novae-angliae,O,10.88,07-Jun,0.048,226.6666667,11.75,15-Jul,0.0523,224.665392,9.42,08-Aug,0.0487,193.4291581
2,2,4,Symphyotrichum novae-angliae,B,8.19,07-Jun,0.048,170.625,10.6,15-Jul,0.0649,163.3281972,6.81,08-Aug,0.0406,167.7339901
2,2,4,Taraxacum officinale,BO,8.99,07-Jun,0.025,359.6,2.15,15-Jul,0.0044,488.6363636,18.69,08-Aug,0.0692,270.0867052
2,2,4,Taraxacum officinale,O,9.93,07-Jun,0.037,268.3783784,17.64,15-Jul,0.0587,300.5110733,,08-Aug,,#DIV/0!
2,2,4,Taraxacum officinale,B,37.57,07-Jun,0.133,282.481203,,15-Jul,,#DIV/0!,,08-Aug,,#DIV/0!
3,0.5,1,Bromus inermis,B,12.74,07-Jun,0.09,141.5555556,13.86,15-Jul,0.094,147.4468085,11.86,09-Aug,0.086,137.9069767
3,0.5,1,Bromus inermis,BRR,5.84,07-Jun,0.043,135.8139535,,15-Jul,,#DIV/0!,,09-Aug,,#DIV/0!
3,0.5,1,Bromus inermis,BR,8.34,07-Jun,0.084,99.28571429,8.94,15-Jul,0.0545,164.0366972,11.27,09-Aug,0.0774,145.6072351
3,0.5,1,Festuca rubra,BR,0.82,07-Jun,0.005,164,,15-Jul,,#DIV/0!,,09-Aug,,#DIV/0!
3,0.5,1,Festuca rubra,BRR,1.06,07-Jun,0.009,117.7777778,,15-Jul,,#DIV/0!,,09-Aug,,#DIV/0!
3,0.5,1,Festuca rubra,B,0.68,07-Jun,0.001,680,,15-Jul,,#DIV/0!,,09-Aug,,#DIV/0!
3,0.5,1,Monarda fistulosa,BR,9.02,07-Jun,0.043,209.7674419,8.33,15-Jul,0.043,193.7209302,4.19,09-Aug,0.0377,111.1405836
3,0.5,1,Monarda fistulosa,B,10.71,07-Jun,0.057,187.8947368,8.4,15-Jul,0.0468,179.4871795,7.89,09-Aug,0.0502,157.1713147
3,0.5,1,Monarda fistulosa,BRR,7.85,07-Jun,0.039,201.2820513,2.81,15-Jul,0.0123,228.4552846,6.58,09-Aug,0.0386,170.4663212
3,0.5,1,Solidago canadensis,BRR,14.94,07-Jun,0.08,186.75,11.6,15-Jul,0.0841,137.9310345,13.74,09-Aug,0.1001,137.2627373
3,0.5,1,Solidago canadensis,BR,23.1,07-Jun,0.128,180.46875,2.56,15-Jul,0.0122,209.8360656,6.03,09-Aug,0.0397,151.8891688
3,0.5,1,Solidago canadensis,B,8.48,07-Jun,0.033,256.969697,5.53,15-Jul,0.029,190.6896552,4.72,09-Aug,0.0312,151.2820513
3,0.5,3,Calystegia sepium,BO,3.04,07-Jun,0.012,253.3333333,3.03,15-Jul,0.0099,306.0606061,3.31,09-Aug,0.0139,238.1294964
3,0.5,3,Calystegia sepium,B,3.1,07-Jun,0.01,310,1.35,15-Jul,0.0042,321.4285714,,09-Aug,,#DIV/0!
3,0.5,3,Daucus carota,B,62.21,07-Jun,0.199,312.6130653,5.2,15-Jul,0.0529,98.29867675,39.55,09-Aug,0.3401,116.2893267
3,0.5,3,Daucus carota,BO,2.1,07-Jun,0.006,350,,15-Jul,,#DIV/0!,,09-Aug,,#DIV/0!
3,0.5,3,Festuca rubra,B,0.28,07-Jun,0.001,280,,15-Jul,,#DIV/0!,,09-Aug,,#DIV/0!
3,0.5,3,Festuca rubra,BO,0.15,07-Jun,0.001,150,,15-Jul,,#DIV/0!,,09-Aug,,#DIV/0!
3,0.5,3,Festuca rubra,BOO,0.08,07-Jun,0.001,80,,15-Jul,,#DIV/0!,,09-Aug,,#DIV/0!
3,0.5,3,Monarda fistulosa,BO,5.91,07-Jun,0.022,268.6363636,3.86,15-Jul,0.0221,174.6606335,8.13,09-Aug,0.037,219.7297297
3,0.5,3,Monarda fistulosa,B,2.87,07-Jun,0.012,239.1666667,13.95,15-Jul,0.062,225,14.6,09-Aug,0.0935,156.1497326
3,0.5,3,Monarda fistulosa,BOO,4.03,07-Jun,0.016,251.875,,15-Jul,,#DIV/0!,,09-Aug,,#DIV/0!
3,0.5,3,Solidago nemoralis,B,4.62,07-Jun,0.025,184.8,13.87,15-Jul,0.1175,118.0425532,,09-Aug,,#DIV/0!
3,0.5,3,Solidago nemoralis,BO,11.07,07-Jun,0.064,172.96875,13.46,15-Jul,0.1046,128.6806883,8.32,09-Aug,0.0858,96.96969697
3,0.5,3,Solidago nemoralis,BOO,18.75,07-Jun,0.117,160.2564103,2.73,15-Jul,0.0197,138.5786802,4.1,09-Aug,0.0354,115.819209
3,0.5,3,Symphyotrichum novae-angliae,BOO,3.93,07-Jun,0.019,206.8421053,13.57,15-Jul,0.0474,286.2869198,8.13,09-Aug,0.0434,187.3271889
3,0.5,3,Symphyotrichum novae-angliae,BO,4.19,07-Jun,0.017,246.4705882,4.58,15-Jul,0.0181,253.038674,4.06,09-Aug,0.018,225.5555556
3,0.5,3,Symphyotrichum novae-angliae,B,3.57,07-Jun,0.009,396.6666667,6.35,15-Jul,0.0192,330.7291667,5.4,09-Aug,0.0214,252.3364486
3,0.5,3,Taraxacum officinale,B,35.14,07-Jun,0.161,218.2608696,,15-Jul,,#DIV/0!,,09-Aug,,#DIV/0!
3,2,2,Bromus inermis,O,20.24,07-Jun,0.12,168.6666667,10.27,15-Jul,0.0826,124.3341404,10.86,09-Aug,0.1162,93.4595525
3,2,2,Bromus inermis,B,13.9,07-Jun,0.075,185.3333333,5.62,15-Jul,0.029,193.7931034,10.79,09-Aug,0.0608,177.4671053
3,2,2,Bromus inermis,BO,12.42,07-Jun,0.056,221.7857143,5.28,15-Jul,0.0259,203.8610039,4.37,09-Aug,0.0314,139.1719745
3,2,2,Calystegia sepium,BOO,4.43,07-Jun,0.014,316.4285714,2.1,15-Jul,0.0067,313.4328358,1.11,09-Aug,0.0055,201.8181818
3,2,2,Calystegia sepium,BO,3.82,07-Jun,0.008,477.5,3.58,15-Jul,0.0122,293.442623,5.3,09-Aug,0.0251,211.1553785
3,2,2,Calystegia sepium,B,2.56,07-Jun,0.001,2560,,15-Jul,,#DIV/0!,,09-Aug,,#DIV/0!
3,2,2,Daucus carota,O,14.4,07-Jun,0.053,271.6981132,9.48,15-Jul,0.0601,157.7371048,0.2,09-Aug,0.0018,111.1111111
3,2,2,Daucus carota,B,5.74,07-Jun,0.026,220.7692308,17.05,15-Jul,0.1059,161.0009443,19.05,09-Aug,0.1581,120.4933586
3,2,2,Daucus carota,BO,5.42,07-Jun,0.019,285.2631579,12.03,15-Jul,0.0643,187.0917574,12.97,09-Aug,0.097,133.7113402
3,2,2,Dianthus armeria,B,,,,#DIV/0!,0.65,15-Jul,0.0042,154.7619048,4.75,09-Aug,0.0145,327.5862069
3,2,2,Dianthus armeria,O,,,,#DIV/0!,0.37,15-Jul,0.0027,137.037037,,09-Aug,,#DIV/0!
3,2,2,Dianthus armeria,BO,,,,#DIV/0!,0.77,15-Jul,0.006,128.3333333,6.11,09-Aug,0.0124,492.7419355
3,2,2,Euthamia graminifolia,B,1.46,,0.001,1460,0.77,,0.0036,213.8888889,,,,#DIV/0!
3,2,2,Euthamia graminifolia,BO,2.65,07-Jun,0.009,294.4444444,2.02,15-Jul,0.0127,159.0551181,1.52,09-Aug,0.0123,123.5772358
3,2,2,Euthamia graminifolia,BOO,4.49,07-Jun,0.005,898,1.43,15-Jul,0.0102,140.1960784,0.38,09-Aug,0.0102,37.25490196
3,2,2,Festuca rubra,B,0.46,07-Jun,0.001,460,,15-Jul,,#DIV/0!,,09-Aug,,#DIV/0!
3,2,2,Festuca rubra,BO,0.35,07-Jun,0.001,350,,15-Jul,,#DIV/0!,,09-Aug,,#DIV/0!
3,2,2,Festuca rubra,BOO,0.14,07-Jun,0.001,140,,15-Jul,,#DIV/0!,,09-Aug,,#DIV/0!
3,2,2,Galium aparine,O,0.03,07-Jun,0.001,30,,15-Jul,,#DIV/0!,,09-Aug,,#DIV/0!
3,2,2,Medicago lupulina,O,0.51,07-Jun,0.001,510,1.11,15-Jul,0.0048,231.25,,09-Aug,,#DIV/0!
3,2,2,Medicago lupulina,B,0.37,07-Jun,0.001,370,,15-Jul,,#DIV/0!,,09-Aug,,#DIV/0!
3,2,2,Monarda fistulosa,B,7.6,07-Jun,0.039,194.8717949,3.73,15-Jul,0.0236,158.0508475,1.72,09-Aug,0.0105,163.8095238
3,2,2,Monarda fistulosa,BOO,5.56,07-Jun,0.018,308.8888889,5.51,15-Jul,0.0275,200.3636364,8.03,09-Aug,0.0378,212.4338624
3,2,2,Monarda fistulosa,BO,4.43,07-Jun,0.016,276.875,4.06,15-Jul,0.0238,170.5882353,5.5,09-Aug,0.0353,155.8073654
3,2,2,Oenothera biennis,W,4.14,07-Jun,0.013,318.4615385,27.78,15-Jul,0.1089,255.0964187,,09-Aug,,#DIV/0!
3,2,2,Oxalis stricta,BO,0.24,07-Jun,0.001,240,,15-Jul,,#DIV/0!,,09-Aug,,#DIV/0!
3,2,2,Oxalis stricta,B,0.88,07-Jun,0.001,880,0.29,15-Jul,0.0014,207.1428571,,09-Aug,,#DIV/0!
3,2,2,Silene latifolia,BOO,3.36,07-Jun,0.011,305.4545455,,15-Jul,,#DIV/0!,,09-Aug,,#DIV/0!
3,2,2,Silene latifolia,B,4.91,07-Jun,0.015,327.3333333,,15-Jul,,#DIV/0!,,09-Aug,,#DIV/0!
3,2,2,Silene latifolia,BO,4.88,07-Jun,0.018,271.1111111,,15-Jul,,#DIV/0!,,09-Aug,,#DIV/0!
3,2,2,Silene vulgaris,BO,10,07-Jun,0.01,1000,,15-Jul,,#DIV/0!,,09-Aug,,#DIV/0!
3,2,2,Silene vulgaris,B,6.69,07-Jun,0.012,557.5,,15-Jul,,#DIV/0!,,09-Aug,,#DIV/0!
3,2,2,Solidago canadensis,B,7.53,07-Jun,0.052,144.8076923,5.23,15-Jul,0.0386,135.492228,14.77,09-Aug,0.1405,105.1245552
3,2,2,Solidago canadensis,BO,6.28,07-Jun,0.04,157,4.8,15-Jul,0.0431,111.3689095,3.23,09-Aug,0.0425,76
3,2,2,Solidago canadensis,W,12.08,07-Jun,0.068,177.6470588,0.74,15-Jul,0.0052,142.3076923,2.14,09-Aug,0.0165,129.6969697
3,2,2,Solidago nemoralis,O,2.68,07-Jun,0.018,148.8888889,1.97,15-Jul,0.014,140.7142857,,09-Aug,,#DIV/0!
3,2,2,Solidago nemoralis,W,7.61,07-Jun,0.043,176.9767442,5.52,15-Jul,0.0419,131.7422434,1.4,09-Aug,0.0147,95.23809524
3,2,2,Solidago nemoralis,OW,9.87,07-Jun,0.052,189.8076923,4.27,15-Jul,0.0223,191.4798206,2.54,09-Aug,0.028,90.71428571
3,2,2,Symphyotrichum ericoides,O,5.91,07-Jun,0.026,227.3076923,,15-Jul,,#DIV/0!,,09-Aug,,#DIV/0!
3,2,2,Symphyotrichum ericoides,B,4.14,07-Jun,0.023,180,,15-Jul,,#DIV/0!,5.06,09-Aug,0.0307,164.8208469
3,2,2,Symphyotrichum novae-angliae,O,6.37,07-Jun,0.026,245,4.9,15-Jul,0.0284,172.5352113,4.43,09-Aug,0.0246,180.0813008
3,2,2,Symphyotrichum novae-angliae,B,8.19,07-Jun,0.042,195,10.56,15-Jul,0.0607,173.970346,9.68,09-Aug,0.0546,177.2893773
3,2,2,Symphyotrichum novae-angliae,BO,4.12,07-Jun,0.016,257.5,5.98,15-Jul,0.0244,245.0819672,4.36,09-Aug,0.0217,200.921659
3,2,2,Taraxacum officinale,B,7.82,07-Jun,0.022,355.4545455,12.23,15-Jul,0.043,284.4186047,16.59,09-Aug,0.0664,249.8493976
3,2,2,Verbascum thapsus,BO,2.6,07-Jun,0.001,2600,7.27,15-Jul,0.0153,475.1633987,,09-Aug,,#DIV/0!
3,2,2,Verbascum thapsus,B,4.98,07-Jun,0.011,452.7272727,4.63,15-Jul,0.0121,382.6446281,2.16,09-Aug,0.0062,348.3870968
3,2,4,Bromus inermis,R,7.08,07-Jun,0.033,214.5454545,9.18,15-Jul,0.0588,156.122449,10.04,09-Aug,0.069,145.5072464
3,2,4,Bromus inermis,O,15.98,07-Jun,0.087,183.6781609,3.75,15-Jul,0.0291,128.8659794,10.01,09-Aug,0.0754,132.7586207
3,2,4,Calystegia sepium,RRW,4.87,07-Jun,0.011,442.7272727,7.66,15-Jul,0.018,425.5555556,9.54,09-Aug,0.027,353.3333333
3,2,4,Calystegia sepium,OOW,6.73,07-Jun,0.015,448.6666667,,15-Jul,,#DIV/0!,,09-Aug,,#DIV/0!
3,2,4,Calystegia sepium,W,8.79,07-Jun,0.01,879,2.19,15-Jul,0.0033,663.6363636,5.33,09-Aug,0.0123,433.3333333
3,2,4,Daucus carota,R,7.91,07-Jun,0.029,272.7586207,,15-Jul,,#DIV/0!,,09-Aug,,#DIV/0!
3,2,4,Daucus carota,RR,10.1,07-Jun,0.016,631.25,25.46,15-Jul,0.1938,131.372549,13.23,09-Aug,0.0995,132.9648241
3,2,4,Daucus carota,R,10.15,07-Jun,0.054,187.962963,,15-Jul,,#DIV/0!,,09-Aug,,#DIV/0!
3,2,4,Festuca rubra,OO,1.68,07-Jun,0.001,1680,,15-Jul,,#DIV/0!,,09-Aug,,#DIV/0!
3,2,4,Festuca rubra,O,0.73,07-Jun,0.001,730,,15-Jul,,#DIV/0!,,09-Aug,,#DIV/0!
3,2,4,Festuca rubra,W,0.19,07-Jun,0.001,190,,15-Jul,,#DIV/0!,,09-Aug,,#DIV/0!
3,2,4,Galium aparine,W,,07-Jun,,#DIV/0!,,15-Jul,,#DIV/0!,,09-Aug,,#DIV/0!
3,2,4,Galium aparine,RW,0.08,07-Jun,0.001,80,,15-Jul,,#DIV/0!,,09-Aug,,#DIV/0!
3,2,4,Galium aparine,OW,0.07,07-Jun,0.001,70,,15-Jul,,#DIV/0!,,09-Aug,,#DIV/0!
3,2,4,Medicago lupulina,R,0.29,07-Jun,0.001,290,0.8,15-Jul,0.0018,444.4444444,0.3,09-Aug,0.001,300
3,2,4,Medicago lupulina,W,0.24,07-Jun,0.001,240,2.26,15-Jul,0.0015,1506.666667,0.27,09-Aug,0.0011,245.4545455
3,2,4,Monarda fistulosa,R,8.87,07-Jun,0.045,197.1111111,5.57,15-Jul,0.027,206.2962963,7.2,09-Aug,0.0375,192
3,2,4,Monarda fistulosa,W,10.69,07-Jun,0.038,281.3157895,3.74,15-Jul,0.0221,169.2307692,3.55,09-Aug,0.0226,157.079646
3,2,4,Monarda fistulosa,O,10.28,07-Jun,0.039,263.5897436,6.81,15-Jul,0.0403,168.9826303,7.41,09-Aug,0.0478,155.0209205
3,2,4,Solidago canadensis,W,19.32,07-Jun,0.056,345,4.14,15-Jul,0.0265,156.2264151,4.72,09-Aug,0.0371,127.2237197
3,2,4,Solidago canadensis,R,8.27,07-Jun,0.031,266.7741935,6.32,15-Jul,0.0493,128.1947262,8.92,09-Aug,0.0713,125.1051893
3,2,4,Solidago canadensis,O,15,07-Jun,0.115,130.4347826,5.52,15-Jul,0.0411,134.3065693,4.01,09-Aug,0.033,121.5151515
3,2,4,Solidago nemoralis,O,26.22,07-Jun,0.223,117.5784753,3.82,15-Jul,0.0208,183.6538462,11.13,09-Aug,0.0871,127.7841561
3,2,4,Solidago nemoralis,RRW,20.44,07-Jun,0.062,329.6774194,9.74,15-Jul,0.075,129.8666667,3.95,09-Aug,0.0479,82.46346555
3,2,4,Solidago nemoralis,R,15.84,07-Jun,0.084,188.5714286,7.95,15-Jul,0.0433,183.6027714,7.63,09-Aug,0.0581,131.3253012
3,2,4,Sonchus oleraceous,W,5.34,07-Jun,0.01,534,8.79,15-Jul,0.0138,636.9565217,2.31,09-Aug,0.0247,93.52226721
3,2,4,Sonchus oleraceous,OW,9.88,07-Jun,0.018,548.8888889,4.79,15-Jul,0.0121,395.8677686,,09-Aug,,#DIV/0!
3,2,4,Symphyotrichum ericoides,RW,9.05,07-Jun,0.051,177.4509804,3.39,15-Jul,0.0178,190.4494382,2.98,09-Aug,0.0166,179.5180723
3,2,4,Symphyotrichum ericoides,O,10.41,07-Jun,0.066,157.7272727,1.28,15-Jul,0.0085,150.5882353,1.59,09-Aug,0.0092,172.826087
3,2,4,Symphyotrichum ericoides,W,5.69,07-Jun,0.03,189.6666667,2.46,15-Jul,0.0162,151.8518519,5.94,09-Aug,0.0426,139.4366197
3,2,4,Symphyotrichum novae-angliae,W,5.16,07-Jun,0.023,224.3478261,11.34,15-Jul,0.0563,201.4209591,5.69,09-Aug,0.035,162.5714286
3,2,4,Symphyotrichum novae-angliae,R,11.22,07-Jun,0.06,187,10.51,15-Jul,0.0668,157.3353293,3.19,09-Aug,0.0197,161.928934
3,2,4,Symphyotrichum novae-angliae,O,7.16,07-Jun,0.039,183.5897436,8.38,15-Jul,0.0505,165.9405941,6.32,09-Aug,0.0404,156.4356436
3,2,4,Taraxacum officinale,W,9.66,07-Jun,0.029,333.1034483,12.84,15-Jul,0.0308,416.8831169,0.8,09-Aug,0.003,266.6666667
3,2,4,Taraxacum officinale,RRW,18.21,07-Jun,0.059,308.6440678,6.74,15-Jul,0.0226,298.2300885,,09-Aug,,#DIV/0!
3,2,4,Taraxacum officinale,RW,13.1,07-Jun,0.037,354.0540541,,15-Jul,,#DIV/0!,,09-Aug,,#DIV/0!
4,0.5,1,Calystegia sepium,OW,8.08,12-Jun,0.022,367.2727273,4.57,15-Jul,0.0081,564.1975309,6.28,12-Aug,0.0161,390.0621118
4,0.5,1,Calystegia sepium,RR,2.03,12-Jun,0.007,290,,15-Jul,,#DIV/0!,,12-Aug,,#DIV/0!
4,0.5,1,Calystegia sepium,RW,5.17,12-Jun,0.01,517,5.68,15-Jul,0.0133,427.0676692,,12-Aug,,#DIV/0!
4,0.5,1,Festuca rubra,RW,0.77,12-Jun,0.007,110,,15-Jul,,#DIV/0!,,12-Aug,,#DIV/0!
4,0.5,1,Festuca rubra,OW,1.3,12-Jun,0.007,185.7142857,,15-Jul,,#DIV/0!,,12-Aug,,#DIV/0!
4,0.5,1,Festuca rubra,OR,0.12,12-Jun,0.001,120,,15-Jul,,#DIV/0!,,12-Aug,,#DIV/0!
4,0.5,1,Monarda fistulosa,ORW,5.27,12-Jun,0.016,329.375,8.29,15-Jul,0.0195,425.1282051,7.5,12-Aug,0.0251,298.8047809
4,0.5,1,Monarda fistulosa,OW,6.89,12-Jun,0.018,382.7777778,9.01,15-Jul,0.0258,349.2248062,3.35,12-Aug,0.0177,189.2655367
4,0.5,1,Monarda fistulosa,ORRW,7.83,12-Jun,0.031,252.5806452,16.61,15-Jul,0.0661,251.2859304,13.3,12-Aug,0.0527,252.3719165
4,0.5,1,Solidago canadensis,RW,9.59,12-Jun,0.05,191.8,26.77,15-Jul,0.1898,141.0432034,14.43,12-Aug,0.0552,261.4130435
4,0.5,1,Solidago canadensis,OR,10.8,12-Jun,0.061,177.0491803,14.31,15-Jul,0.0836,171.1722488,21.69,12-Aug,0.1329,163.2054176
4,0.5,1,Solidago canadensis,RR,9.74,12-Jun,0.059,165.0847458,19.21,15-Jul,0.1313,146.3061691,15.14,12-Aug,0.1262,119.9683043
4,0.5,1,Taraxacum officinale,RW,95.29,12-Jun,0.115,828.6086957,,15-Jul,,#DIV/0!,,12-Aug,,#DIV/0!
4,0.5,3,Calystegia sepium,RW,5.33,12-Jun,0.012,444.1666667,5.19,15-Jul,0.0097,535.0515464,4.7,12-Aug,0.0073,643.8356164
4,0.5,3,Coreopsis tripteris,OW,45.16,12-Jun,0.269,167.8810409,15.93,15-Jul,0.1492,106.769437,44.88,12-Aug,0.3961,113.304721
4,0.5,3,Coreopsis tripteris,RRW,22.34,12-Jun,0.136,164.2647059,11.41,15-Jul,0.1267,90.05524862,11.71,12-Aug,0.1003,116.7497507
4,0.5,3,Coreopsis tripteris,RW,15.3,12-Jun,0.088,173.8636364,13.88,15-Jul,0.1313,105.7121097,32.42,12-Aug,0.215,150.7906977
4,0.5,3,Festuca rubra,OW,0.19,12-Jun,0.001,190,,15-Jul,,#DIV/0!,,12-Aug,,#DIV/0!
4,0.5,3,Festuca rubra,RRW,0.85,12-Jun,0.001,850,,15-Jul,,#DIV/0!,,12-Aug,,#DIV/0!
4,0.5,3,Festuca rubra,RW,0.34,12-Jun,0.001,340,,15-Jul,,#DIV/0!,,12-Aug,,#DIV/0!
4,0.5,3,Monarda fistulosa,RW,4.47,12-Jun,0.007,638.5714286,9.9,15-Jul,0.0179,553.0726257,8.01,12-Aug,0.0235,340.8510638
4,0.5,3,Monarda fistulosa,OW,4.93,12-Jun,0.001,4930,7.61,15-Jul,0.0101,753.4653465,6.07,12-Aug,0.0129,470.5426357
4,0.5,3,Solidago canadensis,OW,8.41,12-Jun,0.026,323.4615385,7.3,15-Jul,0.0328,222.5609756,10.91,12-Aug,0.0422,258.5308057
4,0.5,3,Solidago canadensis,RRW,9.7,12-Jun,0.045,215.5555556,6.86,15-Jul,0.0295,232.5423729,4.02,12-Aug,0.0188,213.8297872
4,0.5,3,Solidago canadensis,RW,8.49,12-Jun,0.04,212.25,9.12,15-Jul,0.0602,151.4950166,10.2,12-Aug,0.0749,136.1815754
4,0.5,3,Symphyotrichum novae-angliae,RW,6.11,12-Jun,0.021,290.952381,11.41,15-Jul,0.0432,264.1203704,12.49,12-Aug,0.0372,335.7526882
4,0.5,3,Taraxacum officinale,RW,15.4,12-Jun,0.053,290.5660377,57.55,15-Jul,0.1229,468.2668836,59,12-Aug,0.2658,221.9714071
4,2,2,Bromus inermis,RW,13.18,12-Jun,0.065,202.7692308,9.41,15-Jul,0.0472,199.3644068,8.06,12-Aug,0.0428,188.317757
4,2,2,Bromus inermis,OW,8.48,12-Jun,0.043,197.2093023,,15-Jul,,#DIV/0!,,12-Aug,,#DIV/0!
4,2,2,Bromus inermis,O,9.78,12-Jun,0.046,212.6086957,8.43,15-Jul,0.0431,195.5916473,9.13,12-Aug,0.0497,183.7022133
4,2,2,Calystegia sepium,R,3.43,12-Jun,0.015,228.6666667,4.6,15-Jul,0.0151,304.6357616,4.34,12-Aug,0.0131,331.2977099
4,2,2,Calystegia sepium,O,6.87,12-Jun,0.013,528.4615385,6.18,15-Jul,0.0141,438.2978723,,12-Aug,,#DIV/0!
4,2,2,Calystegia sepium,OR,5.32,12-Jun,0.014,380,6.58,15-Jul,0.0123,534.9593496,2.9,12-Aug,0.0101,287.1287129
4,2,2,Daucus carota,OW,21.23,12-Jun,0.081,262.0987654,28.73,15-Jul,0.2139,134.3151005,8.83,12-Aug,0.0538,164.1263941
4,2,2,Daucus carota,RW,8.38,12-Jun,0.05,167.6,,15-Jul,,#DIV/0!,,12-Aug,,#DIV/0!
4,2,2,Festuca rubra,OW,0.34,12-Jun,0.001,340,,15-Jul,,#DIV/0!,,12-Aug,,#DIV/0!
4,2,2,Festuca rubra,ORW,0.6,12-Jun,0.001,600,,15-Jul,,#DIV/0!,,12-Aug,,#DIV/0!
4,2,2,Festuca rubra,RW,0.65,12-Jun,0.001,650,,15-Jul,,#DIV/0!,,12-Aug,,#DIV/0!
4,2,2,Monarda fistulosa,ORW,8.44,12-Jun,0.036,234.4444444,4.61,15-Jul,0.0311,148.2315113,9.6,12-Aug,0.0517,185.6866538
4,2,2,Monarda fistulosa,ORR,6.83,12-Jun,0.04,170.75,10.53,15-Jul,0.0498,211.4457831,11,12-Aug,0.0515,213.592233
4,2,2,Monarda fistulosa,OW,4.34,12-Jun,0.009,482.2222222,,15-Jul,,#DIV/0!,,12-Aug,,#DIV/0!
4,2,2,Solidago canadensis,RW,4.05,12-Jun,0.049,82.65306122,2.85,15-Jul,0.0167,170.6586826,8.59,12-Aug,0.0855,100.4678363
4,2,2,Solidago canadensis,OW,6.95,12-Jun,0.03,231.6666667,9.26,15-Jul,0.0454,203.9647577,10.52,12-Aug,0.0876,120.0913242
4,2,2,Solidago canadensis,OR,8.93,12-Jun,0.05,178.6,2.36,15-Jul,0.0136,173.5294118,4.41,12-Aug,0.0232,190.0862069
4,2,2,Solidago nemoralis,OW,15.8,12-Jun,0.08,197.5,5.74,15-Jul,0.0381,150.656168,6.02,12-Aug,0.0563,106.9271758
4,2,2,Solidago nemoralis,RW,8.07,12-Jun,0.04,201.75,10.31,15-Jul,0.1052,98.00380228,,12-Aug,,#DIV/0!
4,2,2,Solidago nemoralis,ORW,13.42,12-Jun,0.087,154.2528736,7.76,15-Jul,0.0494,157.0850202,8.97,12-Aug,0.0811,110.6041924
4,2,2,Symphyotrichum ericoides,RW,4.43,12-Jun,0.019,233.1578947,5.16,15-Jul,0.0227,227.3127753,5.94,12-Aug,0.0281,211.3879004
4,2,2,Symphyotrichum ericoides,OW,4.73,12-Jun,0.022,215,4.49,15-Jul,0.0226,198.6725664,5,12-Aug,0.0252,198.4126984
4,2,2,Symphyotrichum ericoides,ORW,5.18,12-Jun,0.023,225.2173913,4.67,15-Jul,0.0188,248.4042553,4.82,12-Aug,0.0215,224.1860465
4,2,2,Symphyotrichum novae-angliae,RW,6.82,12-Jun,0.033,206.6666667,7.65,15-Jul,0.0308,248.3766234,6,12-Aug,0.0239,251.0460251
4,2,2,Symphyotrichum novae-angliae,OW,10.39,12-Jun,0.029,358.2758621,9.01,15-Jul,0.0627,143.7001595,9.53,12-Aug,0.0487,195.687885
4,2,2,Symphyotrichum novae-angliae,OR,21.62,12-Jun,0.024,900.8333333,3.18,15-Jul,0.0125,254.4,3.98,12-Aug,0.0184,216.3043478
4,2,2,Tragopogon dubius,R,,,,#DIV/0!,,,0.0265,0,,,,#DIV/0!
4,2,2,Veronica arvensis,O,0.15,12-Jun,0.001,150,,15-Jul,,#DIV/0!,,12-Aug,,#DIV/0!
4,2,2,Veronica arvensis,R,0.57,12-Jun,0.001,570,,15-Jul,,#DIV/0!,,12-Aug,,#DIV/0!
4,2,4,Bromus inermis,ORW,8.37,12-Jun,0.039,214.6153846,7.08,15-Jul,0.023,307.826087,,12-Aug,,#DIV/0!
4,2,4,Bromus inermis,OW,13.9,12-Jun,0.067,207.4626866,10.45,15-Jul,0.0496,210.6854839,9.89,12-Aug,0.0738,134.0108401
4,2,4,Bromus inermis,OR,16.98,12-Jun,0.099,171.5151515,,15-Jul,,#DIV/0!,,12-Aug,,#DIV/0!
4,2,4,Calystegia sepium,O,3.8,12-Jun,0.009,422.2222222,6.43,15-Jul,0.0408,157.5980392,,12-Aug,,#DIV/0!
4,2,4,Calystegia sepium,RR,4.5,12-Jun,0.011,409.0909091,,15-Jul,,#DIV/0!,,12-Aug,,#DIV/0!
